Team,Opponent,Date,Win,OffAdjusted,DefAdjusted,OffAdjusted2,DefAdjusted2
Lafayette,Holy Cross,2018,1,101.4,112.7,101,107.8
Georgia Tech,Notre Dame,2018,0,101.8,96,108.3,100.8
Notre Dame,Georgia Tech,2018,1,108.3,100.8,101.8,96
Stanford,Oregon,2018,0,103.4,98.2,107.8,92.6
Oregon,Stanford,2018,1,107.8,92.6,103.4,98.2
Oklahoma State,Texas,2018,0,108.9,101.4,114.1,96.5
Texas,Oklahoma State,2018,1,114.1,96.5,108.9,101.4
North Texas,FIU,2018,0,99.6,99.1,102,105.2
FIU,North Texas,2018,1,102,105.2,99.6,99.1
Dartmouth,Princeton,2018,0,103.3,108,98.7,99.7
Princeton,Dartmouth,2018,1,98.7,99.7,103.3,108
Louisville,Syracuse,2018,0,113.4,92.5,110.2,94
Syracuse,Louisville,2018,1,110.2,94,113.4,92.5
UMKC,Seattle,2018,0,101,107.2,100.8,102.3
Seattle,UMKC,2018,1,100.8,102.3,101,107.2
Texas,Oklahoma,2018,0,114.1,96.5,109.5,94
Oklahoma,Texas,2018,1,109.5,94,114.1,96.5
California,Arizona State,2018,0,103,110.2,109.9,98.6
Arizona State,California,2018,1,109.9,98.6,103,110.2
Jacksonville,North Alabama,2018,0,98.8,106.2,95.1,105.1
North Alabama,Jacksonville,2018,1,95.1,105.1,98.8,106.2
Minnesota,Maryland,2018,0,110.7,96.3,113.9,94
Maryland,Minnesota,2018,1,113.9,94,110.7,96.3
New Hampshire,American,2018,0,84.2,107.3,101.9,105
American,New Hampshire,2018,1,101.9,105,84.2,107.3
Samford,Ohio State,2018,0,106.7,104.4,109.3,94.3
Ohio State,Samford,2018,1,109.3,94.3,106.7,104.4
Minnesota,Boston College,2018,0,110.7,96.3,107.6,102.4
Boston College,Minnesota,2018,1,107.6,102.4,110.7,96.3
Northwestern,Indiana,2018,0,103,93.5,110.2,95.1
Indiana,Northwestern,2018,1,110.2,95.1,103,93.5
Robert Morris,Canisius,2018,0,95.9,104.2,101.5,111.4
Canisius,Robert Morris,2018,1,101.5,111.4,95.9,104.2
Towson,George Washington,2018,0,100.1,110.6,95.2,106
George Washington,Towson,2018,1,95.2,106,100.1,110.6
Louisville,Indiana,2018,0,113.4,92.5,110.2,95.1
Indiana,Louisville,2018,1,110.2,95.1,113.4,92.5
Saint Louis,Houston,2018,0,102.5,96.4,114.2,91.8
Houston,Saint Louis,2018,1,114.2,91.8,102.5,96.4
Dartmouth,Bryant,2018,0,103.3,108,99.4,114.8
Bryant,Dartmouth,2018,1,99.4,114.8,103.3,108
Columbia,Rutgers,2018,0,101.8,106.3,105.6,96.3
Rutgers,Columbia,2018,1,105.6,96.3,101.8,106.3
Akron,Nevada,2018,0,99.9,93.8,114.1,95.2
Nevada,Akron,2018,1,114.1,95.2,99.9,93.8
FIU,Ohio,2018,0,102,105.2,98.7,100.2
Ohio,FIU,2018,1,98.7,100.2,102,105.2
James Madison,Elon,2018,0,101,110.8,99,111.1
Elon,James Madison,2018,1,99,111.1,101,110.8
New Orleans,Abilene Christ.,2018,0,97,104.7,103.7,101.6
Abilene Christ.,New Orleans,2018,1,103.7,101.6,97,104.7
Penn State,Michigan,2018,0,109.5,94.2,115.6,86.2
Michigan,Penn State,2018,1,115.6,86.2,109.5,94.2
San Diego,Santa Clara,2018,0,105.5,98.1,101.8,103.8
Santa Clara,San Diego,2018,1,101.8,103.8,105.5,98.1
Penn,Princeton,2018,0,104,99.8,98.7,99.7
Princeton,Penn,2018,1,98.7,99.7,104,99.8
Wyoming,UNLV,2018,0,95,108.7,105.9,106.1
UNLV,Wyoming,2018,1,105.9,106.1,95,108.7
Illinois,Northwestern,2018,0,109.1,100.7,103,93.5
Northwestern,Illinois,2018,1,103,93.5,109.1,100.7
Wright State,Northern Ky.,2018,0,106.7,102,109.4,102.7
Northern Ky.,Wright State,2018,1,109.4,102.7,106.7,102
Binghamton,UMBC,2018,0,95.9,112.7,96,101.8
UMBC,Binghamton,2018,1,96,101.8,95.9,112.7
Stephen F. Austin,New Orleans,2018,0,95.4,108.2,97,104.7
New Orleans,Stephen F. Austin,2018,1,97,104.7,95.4,108.2
Wake Forest,Virginia,2018,0,104.6,104.9,123.6,88.1
Virginia,Wake Forest,2018,1,123.6,88.1,104.6,104.9
Southern,Alabama A&M,2018,0,93.7,112.2,86.5,109.3
Alabama A&M,Southern,2018,1,86.5,109.3,93.7,112.2
Duquesne,Dayton,2018,0,104.4,105.3,111.9,100.6
Dayton,Duquesne,2018,1,111.9,100.6,104.4,105.3
Brown,Harvard,2018,0,98.7,96.9,104.8,100.4
Harvard,Brown,2018,1,104.8,100.4,98.7,96.9
Rhode Island,Davidson,2018,0,103.7,101.2,108,100.2
Davidson,Rhode Island,2018,1,108,100.2,103.7,101.2
Utah State,San Diego State,2018,0,113,96.4,103.8,98.8
San Diego State,Utah State,2018,1,103.8,98.8,113,96.4
Alabama A&M,Alabama State,2018,0,86.5,109.3,94.6,111.1
Alabama State,Alabama A&M,2018,1,94.6,111.1,86.5,109.3
Delaware,James Madison,2018,0,104.8,112.9,101,110.8
James Madison,Delaware,2018,1,101,110.8,104.8,112.9
TCU,Oklahoma State,2018,0,110.4,96.3,108.9,101.4
Oklahoma State,TCU,2018,1,108.9,101.4,110.4,96.3
Oregon State,UCLA,2018,0,111.2,103.3,108.5,102.6
UCLA,Oregon State,2018,1,108.5,102.6,111.2,103.3
Cornell,Princeton,2018,0,99.8,104.8,98.7,99.7
Princeton,Cornell,2018,1,98.7,99.7,99.8,104.8
Delaware,Drexel,2018,0,104.8,112.9,105.5,112.9
Drexel,Delaware,2018,1,105.5,112.9,104.8,112.9
Vanderbilt,Alabama,2018,0,102.1,101.2,108.2,96.7
Alabama,Vanderbilt,2018,1,108.2,96.7,102.1,101.2
Dartmouth,Brown,2018,0,103.3,108,98.7,96.9
Brown,Dartmouth,2018,1,98.7,96.9,103.3,108
Cornell,Penn,2018,0,99.8,104.8,104,99.8
Penn,Cornell,2018,1,104,99.8,99.8,104.8
San Francisco,Santa Clara,2018,0,111.8,101.9,101.8,103.8
Santa Clara,San Francisco,2018,1,101.8,103.8,111.8,101.9
Minnesota,Rutgers,2018,0,110.7,96.3,105.6,96.3
Rutgers,Minnesota,2018,1,105.6,96.3,110.7,96.3
Notre Dame,Florida State,2018,0,108.3,100.8,113,90.5
Florida State,Notre Dame,2018,1,113,90.5,108.3,100.8
Missouri,Mississippi St.,2018,0,106.8,97,117.5,96.7
Mississippi St.,Missouri,2018,1,117.5,96.7,106.8,97
Siena,Canisius,2018,0,100.5,109,101.5,111.4
Canisius,Siena,2018,1,101.5,111.4,100.5,109
UTEP,Charlotte,2018,0,89.9,101.2,95.5,106.6
Charlotte,UTEP,2018,1,95.5,106.6,89.9,101.2
Ohio State,Northwestern,2018,0,109.3,94.3,103,93.5
Northwestern,Ohio State,2018,1,103,93.5,109.3,94.3
Akron,Kent State,2018,0,99.9,93.8,109.7,106.8
Kent State,Akron,2018,1,109.7,106.8,99.9,93.8
Oklahoma,Kansas State,2018,0,109.5,94,108,87.8
Kansas State,Oklahoma,2018,1,108,87.8,109.5,94
Navy,Old Dominion,2018,0,97.2,107.1,102,96.4
Old Dominion,Navy,2018,1,102,96.4,97.2,107.1
UMBC,Marquette,2018,0,96,101.8,114.1,95.9
Marquette,UMBC,2018,1,114.1,95.9,96,101.8
Air Force,Texas State,2018,0,100.5,107.4,102.1,97.7
Texas State,Air Force,2018,1,102.1,97.7,100.5,107.4
Duquesne,Notre Dame,2018,0,104.4,105.3,108.3,100.8
Notre Dame,Duquesne,2018,1,108.3,100.8,104.4,105.3
Binghamton,Army,2018,0,95.9,112.7,96.2,103
Army,Binghamton,2018,1,96.2,103,95.9,112.7
Georgia Tech,Northwestern,2018,0,101.8,96,103,93.5
Northwestern,Georgia Tech,2018,1,103,93.5,101.8,96
Fairl. Dickinson,Holy Cross,2018,0,106.7,110.5,101,107.8
Holy Cross,Fairl. Dickinson,2018,1,101,107.8,106.7,110.5
Harvard,Siena,2018,0,104.8,100.4,100.5,109
Siena,Harvard,2018,1,100.5,109,104.8,100.4
James Madison,Old Dominion,2018,0,101,110.8,102,96.4
Old Dominion,James Madison,2018,1,102,96.4,101,110.8
UNC Asheville,Auburn,2018,0,92.9,117,119.7,96.3
Auburn,UNC Asheville,2018,1,119.7,96.3,92.9,117
Alabama State,Boise State,2018,0,94.6,111.1,107.2,104
Boise State,Alabama State,2018,1,107.2,104,94.6,111.1
Cal Poly,California,2018,0,96.9,114.6,103,110.2
California,Cal Poly,2018,1,103,110.2,96.9,114.6
Davidson,Wake Forest,2018,0,108,100.2,104.6,104.9
Wake Forest,Davidson,2018,1,104.6,104.9,108,100.2
UNC Asheville,Longwood,2018,0,92.9,117,96.3,106.6
Longwood,UNC Asheville,2018,1,96.3,106.6,92.9,117
Pacific,Gonzaga,2018,0,99.8,104.3,125.2,92.5
Gonzaga,Pacific,2018,1,125.2,92.5,99.8,104.3
Pepperdine,Santa Clara,2018,0,106.7,105.4,101.8,103.8
Santa Clara,Pepperdine,2018,1,101.8,103.8,106.7,105.4
North Dakota,North Dakota St.,2018,0,97.4,106.2,106.7,109.8
North Dakota St.,North Dakota,2018,1,106.7,109.8,97.4,106.2
Air Force,Nevada,2018,0,100.5,107.4,114.1,95.2
Nevada,Air Force,2018,1,114.1,95.2,100.5,107.4
Tennessee Tech,Morehead State,2018,0,89.6,104.6,102.4,109.9
Morehead State,Tennessee Tech,2018,1,102.4,109.9,89.6,104.6
Arkansas,Texas Tech,2018,0,110.3,97.3,112.8,86
Texas Tech,Arkansas,2018,1,112.8,86,110.3,97.3
San Francisco,San Diego,2018,0,111.8,101.9,105.5,98.1
San Diego,San Francisco,2018,1,105.5,98.1,111.8,101.9
Providence,DePaul,2018,0,105,95.8,110.7,104.5
DePaul,Providence,2018,1,110.7,104.5,105,95.8
UNC Asheville,Presbyterian,2018,0,92.9,117,109.1,111.1
Presbyterian,UNC Asheville,2018,1,109.1,111.1,92.9,117
Boston College,Syracuse,2018,0,107.6,102.4,110.2,94
Syracuse,Boston College,2018,1,110.2,94,107.6,102.4
Hawaii,UC-Irvine,2018,0,103.6,106.6,106.7,97.2
UC-Irvine,Hawaii,2018,1,106.7,97.2,103.6,106.6
McNeese State,Stephen F. Austin,2018,0,98.1,114.6,95.4,108.2
Stephen F. Austin,McNeese State,2018,1,95.4,108.2,98.1,114.6
UNC Greensboro,Furman,2018,0,106.6,97.9,109,96.3
Furman,UNC Greensboro,2018,1,109,96.3,106.6,97.9
Arizona,Colorado,2018,0,105,98.2,107,96.5
Colorado,Arizona,2018,1,107,96.5,105,98.2
Wagner,Bryant,2018,0,93.9,107.1,99.4,114.8
Bryant,Wagner,2018,1,99.4,114.8,93.9,107.1
Milwaukee,IUPUI,2018,0,98.3,109.5,103.4,105.8
IUPUI,Milwaukee,2018,1,103.4,105.8,98.3,109.5
Indiana State,Missouri State,2018,0,101.1,105.2,103,103.9
Missouri State,Indiana State,2018,1,103,103.9,101.1,105.2
Drake,Illinois State,2018,0,107.1,102.7,101.2,104.6
Illinois State,Drake,2018,1,101.2,104.6,107.1,102.7
Marist,Siena,2018,0,100.1,109.6,100.5,109
Siena,Marist,2018,1,100.5,109,100.1,109.6
Valparaiso,Bradley,2018,0,98.1,102.9,101,101.4
Bradley,Valparaiso,2018,1,101,101.4,98.1,102.9
Marquette,Villanova,2018,0,114.1,95.9,116.9,98.4
Villanova,Marquette,2018,1,116.9,98.4,114.1,95.9
George Washington,Fordham,2018,0,95.2,106,96.5,104.4
Fordham,George Washington,2018,1,96.5,104.4,95.2,106
Syracuse,Clemson,2018,0,110.2,94,109,91.5
Clemson,Syracuse,2018,1,109,91.5,110.2,94
Oklahoma State,Charlotte,2018,0,108.9,101.4,95.5,106.6
Charlotte,Oklahoma State,2018,1,95.5,106.6,108.9,101.4
San Diego,Washington,2018,0,105.5,98.1,107,93.7
Washington,San Diego,2018,1,107,93.7,105.5,98.1
Rhode Island,Charleston,2018,0,103.7,101.2,108.5,103.4
Charleston,Rhode Island,2018,1,108.5,103.4,103.7,101.2
Georgia Tech,Tennessee,2018,0,101.8,96,122.6,95.6
Tennessee,Georgia Tech,2018,1,122.6,95.6,101.8,96
Northern Ky.,UCF,2018,0,109.4,102.7,110.5,95.8
UCF,Northern Ky.,2018,1,110.5,95.8,109.4,102.7
Penn State,Maryland,2018,0,109.5,94.2,113.9,94
Maryland,Penn State,2018,1,113.9,94,109.5,94.2
Florida A&M,South Alabama,2018,0,89,103.3,103.1,107.5
South Alabama,Florida A&M,2018,1,103.1,107.5,89,103.3
James Madison,George Mason,2018,0,101,110.8,104.4,103.8
George Mason,James Madison,2018,1,104.4,103.8,101,110.8
Boise State,Oregon,2018,0,107.2,104,107.8,92.6
Oregon,Boise State,2018,1,107.8,92.6,107.2,104
Evansville,Murray State,2018,0,99.4,104.7,112.2,98.7
Murray State,Evansville,2018,1,112.2,98.7,99.4,104.7
Oklahoma,Texas Tech,2018,0,109.5,94,112.8,86
Texas Tech,Oklahoma,2018,1,112.8,86,109.5,94
UMBC,Hartford,2018,0,96,101.8,108.4,110.6
Hartford,UMBC,2018,1,108.4,110.6,96,101.8
Tulane,South Florida,2018,0,96.6,107.4,102.4,97.3
South Florida,Tulane,2018,1,102.4,97.3,96.6,107.4
Fordham,Duquesne,2018,0,96.5,104.4,104.4,105.3
Duquesne,Fordham,2018,1,104.4,105.3,96.5,104.4
South Alabama,Arkansas State,2018,0,103.1,107.5,102.3,110
Arkansas State,South Alabama,2018,1,102.3,110,103.1,107.5
Fairl. Dickinson,Wagner,2018,0,106.7,110.5,93.9,107.1
Wagner,Fairl. Dickinson,2018,1,93.9,107.1,106.7,110.5
Niagara,Siena,2018,0,101.6,115.2,100.5,109
Siena,Niagara,2018,1,100.5,109,101.6,115.2
San Diego State,Fresno State,2018,0,103.8,98.8,108.3,98.6
Fresno State,San Diego State,2018,1,108.3,98.6,103.8,98.8
Georgia Tech,Duke,2018,0,101.8,96,120.1,88.2
Duke,Georgia Tech,2018,1,120.1,88.2,101.8,96
Indiana,Rutgers,2018,0,110.2,95.1,105.6,96.3
Rutgers,Indiana,2018,1,105.6,96.3,110.2,95.1
Air Force,San Diego State,2018,0,100.5,107.4,103.8,98.8
San Diego State,Air Force,2018,1,103.8,98.8,100.5,107.4
Tulane,East Carolina,2018,0,96.6,107.4,98,107
East Carolina,Tulane,2018,1,98,107,96.6,107.4
Siena,Monmouth,2018,0,100.5,109,93,103.9
Monmouth,Siena,2018,1,93,103.9,100.5,109
Holy Cross,American,2018,0,101,107.8,101.9,105
American,Holy Cross,2018,1,101.9,105,101,107.8
Pepperdine,Pacific,2018,0,106.7,105.4,99.8,104.3
Pacific,Pepperdine,2018,1,99.8,104.3,106.7,105.4
Creighton,Villanova,2018,0,112.9,99.6,116.9,98.4
Villanova,Creighton,2018,1,116.9,98.4,112.9,99.6
Villanova,Marquette,2018,0,116.9,98.4,114.1,95.9
Marquette,Villanova,2018,1,114.1,95.9,116.9,98.4
James Madison,Towson,2018,0,101,110.8,100.1,110.6
Towson,James Madison,2018,1,100.1,110.6,101,110.8
Jackson State,Alcorn State,2018,0,89.8,104.7,88.8,113.5
Alcorn State,Jackson State,2018,1,88.8,113.5,89.8,104.7
Illinois State,Missouri State,2018,0,101.2,104.6,103,103.9
Missouri State,Illinois State,2018,1,103,103.9,101.2,104.6
Vanderbilt,Florida,2018,0,102.1,101.2,110.3,91.9
Florida,Vanderbilt,2018,1,110.3,91.9,102.1,101.2
Oakland,Green Bay,2018,0,107.4,109.5,103,106.5
Green Bay,Oakland,2018,1,103,106.5,107.4,109.5
Oregon,USC,2018,0,107.8,92.6,109.3,101.6
USC,Oregon,2018,1,109.3,101.6,107.8,92.6
North Texas,Louisiana Tech,2018,0,99.6,99.1,104.8,101.8
Louisiana Tech,North Texas,2018,1,104.8,101.8,99.6,99.1
Texas A&M,LSU,2018,0,107,99.5,118.6,97.5
LSU,Texas A&M,2018,1,118.6,97.5,107,99.5
Louisville,Boston College,2018,0,113.4,92.5,107.6,102.4
Boston College,Louisville,2018,1,107.6,102.4,113.4,92.5
Longwood,Gardner-Webb,2018,0,96.3,106.6,107.6,108.3
Gardner-Webb,Longwood,2018,1,107.6,108.3,96.3,106.6
Princeton,Harvard,2018,0,98.7,99.7,104.8,100.4
Harvard,Princeton,2018,1,104.8,100.4,98.7,99.7
Baylor,Kansas State,2018,0,113.6,98.3,108,87.8
Kansas State,Baylor,2018,1,108,87.8,113.6,98.3
Alabama A&M,Jackson State,2018,0,86.5,109.3,89.8,104.7
Jackson State,Alabama A&M,2018,1,89.8,104.7,86.5,109.3
Robert Morris,Fairl. Dickinson,2018,0,95.9,104.2,106.7,110.5
Fairl. Dickinson,Robert Morris,2018,1,106.7,110.5,95.9,104.2
Georgia,South Carolina,2018,0,105.9,101.7,108,98.3
South Carolina,Georgia,2018,1,108,98.3,105.9,101.7
Florida,Kentucky,2018,0,110.3,91.9,118.3,90.9
Kentucky,Florida,2018,1,118.3,90.9,110.3,91.9
Dartmouth,Cornell,2018,0,103.3,108,99.8,104.8
Cornell,Dartmouth,2018,1,99.8,104.8,103.3,108
Tulsa,Memphis,2018,0,104.7,100.5,109,97.7
Memphis,Tulsa,2018,1,109,97.7,104.7,100.5
UMBC,Vermont,2018,0,96,101.8,108,99.3
Vermont,UMBC,2018,1,108,99.3,96,101.8
USC Upstate,South Carolina,2018,0,92.9,111.4,108,98.3
South Carolina,USC Upstate,2018,1,108,98.3,92.9,111.4
Utah Valley,Utah State,2018,0,108.9,102.1,113,96.4
Utah State,Utah Valley,2018,1,113,96.4,108.9,102.1
Elon,Pacific,2018,0,99,111.1,99.8,104.3
Pacific,Elon,2018,1,99.8,104.3,99,111.1
Monmouth,Bucknell,2018,0,93,103.9,105.5,103.7
Bucknell,Monmouth,2018,1,105.5,103.7,93,103.9
VMI,Longwood,2018,0,102.3,112.3,96.3,106.6
Longwood,VMI,2018,1,96.3,106.6,102.3,112.3
Oregon,Houston,2018,0,107.8,92.6,114.2,91.8
Houston,Oregon,2018,1,114.2,91.8,107.8,92.6
Florida A&M,DePaul,2018,0,89,103.3,110.7,104.5
DePaul,Florida A&M,2018,1,110.7,104.5,89,103.3
Notre Dame,UCLA,2018,0,108.3,100.8,108.5,102.6
UCLA,Notre Dame,2018,1,108.5,102.6,108.3,100.8
Oregon State,Saint Louis,2018,0,111.2,103.3,102.5,96.4
Saint Louis,Oregon State,2018,1,102.5,96.4,111.2,103.3
San Diego,Oregon,2018,0,105.5,98.1,107.8,92.6
Oregon,San Diego,2018,1,107.8,92.6,105.5,98.1
Radford,UNC Greensboro,2018,0,108.7,104.3,106.6,97.9
UNC Greensboro,Radford,2018,1,106.6,97.9,108.7,104.3
Canisius,Holy Cross,2018,0,101.5,111.4,101,107.8
Holy Cross,Canisius,2018,1,101,107.8,101.5,111.4
Marist,Hartford,2018,0,100.1,109.6,108.4,110.6
Hartford,Marist,2018,1,108.4,110.6,100.1,109.6
Bradley,Indiana State,2018,0,101,101.4,101.1,105.2
Indiana State,Bradley,2018,1,101.1,105.2,101,101.4
Florida State,Virginia,2018,0,113,90.5,123.6,88.1
Virginia,Florida State,2018,1,123.6,88.1,113,90.5
Duquesne,Davidson,2018,0,104.4,105.3,108,100.2
Davidson,Duquesne,2018,1,108,100.2,104.4,105.3
Southern Miss,North Texas,2018,0,106.6,100.2,99.6,99.1
North Texas,Southern Miss,2018,1,99.6,99.1,106.6,100.2
Nicholls State,Incarnate Word,2018,0,98.7,111.4,97.5,120.3
Incarnate Word,Nicholls State,2018,1,97.5,120.3,98.7,111.4
Manhattan,Monmouth,2018,0,89.4,104.6,93,103.9
Monmouth,Manhattan,2018,1,93,103.9,89.4,104.6
Rice,UTEP,2018,0,103,110.4,89.9,101.2
UTEP,Rice,2018,1,89.9,101.2,103,110.4
Kansas,West Virginia,2018,0,112.8,92.1,109.1,101.9
West Virginia,Kansas,2018,1,109.1,101.9,112.8,92.1
TCU,Kansas State,2018,0,110.4,96.3,108,87.8
Kansas State,TCU,2018,1,108,87.8,110.4,96.3
Penn State,Minnesota,2018,0,109.5,94.2,110.7,96.3
Minnesota,Penn State,2018,1,110.7,96.3,109.5,94.2
Texas,TCU,2018,0,114.1,96.5,110.4,96.3
TCU,Texas,2018,1,110.4,96.3,114.1,96.5
Kansas State,Texas A&M,2018,0,108,87.8,107,99.5
Texas A&M,Kansas State,2018,1,107,99.5,108,87.8
UNC Asheville,High Point,2018,0,92.9,117,99.2,104.7
High Point,UNC Asheville,2018,1,99.2,104.7,92.9,117
Ohio State,Michigan,2018,0,109.3,94.3,115.6,86.2
Michigan,Ohio State,2018,1,115.6,86.2,109.3,94.3
Providence,Seton Hall,2018,0,105,95.8,109.3,96.6
Seton Hall,Providence,2018,1,109.3,96.6,105,95.8
Yale,Harvard,2018,0,111.7,103.2,104.8,100.4
Harvard,Yale,2018,1,104.8,100.4,111.7,103.2
Texas,Iowa State,2018,0,114.1,96.5,119.1,97.3
Iowa State,Texas,2018,1,119.1,97.3,114.1,96.5
Saint Louis,Rhode Island,2018,0,102.5,96.4,103.7,101.2
Rhode Island,Saint Louis,2018,1,103.7,101.2,102.5,96.4
Weber State,Southern Utah,2018,0,101.4,106.5,96.5,106.5
Southern Utah,Weber State,2018,1,96.5,106.5,101.4,106.5
Cincinnati,Houston,2018,0,111.7,94.6,114.2,91.8
Houston,Cincinnati,2018,1,114.2,91.8,111.7,94.6
Boise State,Fresno State,2018,0,107.2,104,108.3,98.6
Fresno State,Boise State,2018,1,108.3,98.6,107.2,104
Maryland,Michigan,2018,0,113.9,94,115.6,86.2
Michigan,Maryland,2018,1,115.6,86.2,113.9,94
Alabama,Texas A&M,2018,0,108.2,96.7,107,99.5
Texas A&M,Alabama,2018,1,107,99.5,108.2,96.7
Nevada,San Diego State,2018,0,114.1,95.2,103.8,98.8
San Diego State,Nevada,2018,1,103.8,98.8,114.1,95.2
Vermont,UMBC,2018,0,108,99.3,96,101.8
UMBC,Vermont,2018,1,96,101.8,108,99.3
Samford,Mercer,2018,0,106.7,104.4,103.6,106.2
Mercer,Samford,2018,1,103.6,106.2,106.7,104.4
Missouri State,Illinois State,2018,0,103,103.9,101.2,104.6
Illinois State,Missouri State,2018,1,101.2,104.6,103,103.9
Portland,Saint Mary's,2018,0,94.3,110,114.7,97.1
Saint Mary's,Portland,2018,1,114.7,97.1,94.3,110
Iowa,Wisconsin,2018,0,117.2,101.3,110.9,87.3
Wisconsin,Iowa,2018,1,110.9,87.3,117.2,101.3
Denver,Kansas State,2018,0,99.8,112.9,108,87.8
Kansas State,Denver,2018,1,108,87.8,99.8,112.9
Marist,Stephen F. Austin,2018,0,100.1,109.6,95.4,108.2
Stephen F. Austin,Marist,2018,1,95.4,108.2,100.1,109.6
Butler,Saint Louis,2018,0,110.8,101.1,102.5,96.4
Saint Louis,Butler,2018,1,102.5,96.4,110.8,101.1
UCF,Missouri,2018,0,110.5,95.8,106.8,97
Missouri,UCF,2018,1,106.8,97,110.5,95.8
North Dakota,Northern Iowa,2018,0,97.4,106.2,101.2,102.4
Northern Iowa,North Dakota,2018,1,101.2,102.4,97.4,106.2
Colorado,Arizona,2018,0,107,96.5,105,98.2
Arizona,Colorado,2018,1,105,98.2,107,96.5
USC Upstate,Presbyterian,2018,0,92.9,111.4,109.1,111.1
Presbyterian,USC Upstate,2018,1,109.1,111.1,92.9,111.4
Ohio State,Rutgers,2018,0,109.3,94.3,105.6,96.3
Rutgers,Ohio State,2018,1,105.6,96.3,109.3,94.3
UAB,Louisiana Tech,2018,0,106.5,104.6,104.8,101.8
Louisiana Tech,UAB,2018,1,104.8,101.8,106.5,104.6
VCU,Davidson,2018,0,104.3,88.7,108,100.2
Davidson,VCU,2018,1,108,100.2,104.3,88.7
USC Upstate,Gardner-Webb,2018,0,92.9,111.4,107.6,108.3
Gardner-Webb,USC Upstate,2018,1,107.6,108.3,92.9,111.4
Southern,Jackson State,2018,0,93.7,112.2,89.8,104.7
Jackson State,Southern,2018,1,89.8,104.7,93.7,112.2
Wisconsin,Maryland,2018,0,110.9,87.3,113.9,94
Maryland,Wisconsin,2018,1,113.9,94,110.9,87.3
Louisiana Tech,Old Dominion,2018,0,104.8,101.8,102,96.4
Old Dominion,Louisiana Tech,2018,1,102,96.4,104.8,101.8
Tulsa,UCF,2018,0,104.7,100.5,110.5,95.8
UCF,Tulsa,2018,1,110.5,95.8,104.7,100.5
Michigan,Wisconsin,2018,0,115.6,86.2,110.9,87.3
Wisconsin,Michigan,2018,1,110.9,87.3,115.6,86.2
IUPUI,Milwaukee,2018,0,103.4,105.8,98.3,109.5
Milwaukee,IUPUI,2018,1,98.3,109.5,103.4,105.8
Dartmouth,Harvard,2018,0,103.3,108,104.8,100.4
Harvard,Dartmouth,2018,1,104.8,100.4,103.3,108
Valparaiso,Evansville,2018,0,98.1,102.9,99.4,104.7
Evansville,Valparaiso,2018,1,99.4,104.7,98.1,102.9
Missouri State,Northern Iowa,2018,0,103,103.9,101.2,102.4
Northern Iowa,Missouri State,2018,1,101.2,102.4,103,103.9
Wake Forest,Clemson,2018,0,104.6,104.9,109,91.5
Clemson,Wake Forest,2018,1,109,91.5,104.6,104.9
Creighton,Xavier,2018,0,112.9,99.6,110.9,100.6
Xavier,Creighton,2018,1,110.9,100.6,112.9,99.6
Winthrop,Gardner-Webb,2018,0,106.4,107.7,107.6,108.3
Gardner-Webb,Winthrop,2018,1,107.6,108.3,106.4,107.7
Pacific,Santa Clara,2018,0,99.8,104.3,101.8,103.8
Santa Clara,Pacific,2018,1,101.8,103.8,99.8,104.3
Illinois,Wisconsin,2018,0,109.1,100.7,110.9,87.3
Wisconsin,Illinois,2018,1,110.9,87.3,109.1,100.7
Missouri,Florida,2018,0,106.8,97,110.3,91.9
Florida,Missouri,2018,1,110.3,91.9,106.8,97
Louisiana,Texas State,2018,0,106.6,107.8,102.1,97.7
Texas State,Louisiana,2018,1,102.1,97.7,106.6,107.8
Valparaiso,Northern Iowa,2018,0,98.1,102.9,101.2,102.4
Northern Iowa,Valparaiso,2018,1,101.2,102.4,98.1,102.9
Colorado,Washington,2018,0,107,96.5,107,93.7
Washington,Colorado,2018,1,107,93.7,107,96.5
Kansas State,Kansas,2018,0,108,87.8,112.8,92.1
Kansas,Kansas State,2018,1,112.8,92.1,108,87.8
Bucknell,Navy,2018,0,105.5,103.7,97.2,107.1
Navy,Bucknell,2018,1,97.2,107.1,105.5,103.7
Radford,Campbell,2018,0,108.7,104.3,107.8,109.9
Campbell,Radford,2018,1,107.8,109.9,108.7,104.3
Vanderbilt,Texas A&M,2018,0,102.1,101.2,107,99.5
Texas A&M,Vanderbilt,2018,1,107,99.5,102.1,101.2
Old Dominion,UAB,2018,0,102,96.4,106.5,104.6
UAB,Old Dominion,2018,1,106.5,104.6,102,96.4
Norfolk State,Michigan,2018,0,97.6,106,115.6,86.2
Michigan,Norfolk State,2018,1,115.6,86.2,97.6,106
Maine,Denver,2018,0,93.1,111.8,99.8,112.9
Denver,Maine,2018,1,99.8,112.9,93.1,111.8
Brown,NJIT,2018,0,98.7,96.9,102.2,103.1
NJIT,Brown,2018,1,102.2,103.1,98.7,96.9
American,Northwestern,2018,0,101.9,105,103,93.5
Northwestern,American,2018,1,103,93.5,101.9,105
Virginia Tech,Penn State,2018,0,118.5,94.1,109.5,94.2
Penn State,Virginia Tech,2018,1,109.5,94.2,118.5,94.1
South Dakota,Baylor,2018,0,100.4,106.1,113.6,98.3
Baylor,South Dakota,2018,1,113.6,98.3,100.4,106.1
Fairfield,Army,2018,0,95.8,107.3,96.2,103
Army,Fairfield,2018,1,96.2,103,95.8,107.3
